question;cypher;group;answer;cleaned_query;duration_query_generation;db_result;syntax_error;timeout_error;duration_query_execution;chat_generation_answer;duration_chat_answer;Human Evaluation
How big is Khords Court?;"MATCH (var1) WHERE var1.name=""Khords Court""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;large;"MATCH (s:STATION {name: ""Khords Court""})
RETURN s.size AS size
";1.66778826713562;"[{""size"": ""large""}]";False;False;0.0115272998809814;Khords Court is large.;1.0528521537780762;Correct
How many lines is Friaots Square on?;"MATCH (var1) WHERE var1.name=""Friaots Square""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;1;"MATCH (:STATION {name: ""Friaots Square""})-[:EDGE]-(:LINE) 
RETURN COUNT(DISTINCT line_id) AS NumberOfLines
";3.2336206436157227;;True;False;;;;Incorrect
How clean is Symbeiash Hospital?;"MATCH (var1) WHERE var1.name=""Symbeiash Hospital""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;derilict;"MATCH (s:STATION {name: ""Symbeiash Hospital""})
RETURN s.cleanliness AS Cleanliness
";1.632514715194702;"[{""Cleanliness"": ""derilict""}]";False;False;0.0080049037933349;Symbeiash Hospital is currently in a derelict state of cleanliness.;1.7515058517456057;Correct
Does Sweudy Manor have disabled access?;"MATCH (var1) WHERE var1.name=""Sweudy Manor""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;True;"MATCH (s:STATION {name: ""Sweudy Manor""})
RETURN s.name, s.disabled_access
";2.57806134223938;"[{""s.name"": ""Sweudy Manor"", ""s.disabled_access"": true}]";False;False;0.0070006847381591;Yes, Sweudy Manor has disabled access.;0.9711272716522216;Correct
Which lines is Zaugneyland on?;"MATCH (var1) WHERE var1.name=""Zaugneyland""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN var5";;['Cyan Beohn'];"MATCH (:STATION {name: ""Zaugneyland""})<-[r:EDGE]-(:LINE)
RETURN DISTINCT r.line_name AS LineName
";2.4027724266052246;[];False;False;0.017862319946289;I don't know the answer.;0.8907339572906494;Incorrect
Does Sceiys Road have rail connections?;"MATCH (var1) WHERE var1.name=""Sceiys Road""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;False;"MATCH (s:STATION {name: ""Sceiys Road""})-[:EDGE]-(connected:STATION)
RETURN s.name AS Station, s.has_rail AS HasRail, connected.name AS ConnectedStation
";3.152993679046631;"[{""Station"": ""Sceiys Road"", ""HasRail"": false, ""ConnectedStation"": ""Hypask Square""}, {""Station"": ""Sceiys Road"", ""HasRail"": false, ""ConnectedStation"": ""Mcmeig Grove""}, {""Station"": ""Sceiys Road"", ""HasRail"": false, ""ConnectedStation"": ""Mclaipt Crossing""}, {""Station"": ""Sceiys Road"", ""HasRail"": false, ""ConnectedStation"": ""Maiaz Court""}, {""Station"": ""Sceiys Road"", ""HasRail"": false, ""ConnectedStation"": ""Ghiigh Way""}, {""Station"": ""Sceiys Road"", ""HasRail"": false, ""ConnectedStation"": ""Hypask Square""}, {""Station"": ""Sceiys Road"", ""HasRail"": false, ""ConnectedStation"": ""Maiaz Court""}, {""Station"": ""Sceiys Road"", ""HasRail"": false, ""ConnectedStation"": ""Wroudly Way""}]";False;False;0.0102231502532958;No, Sceiys Road does not have rail connections. However, it is connected to several other stations including Hypask Square, Mcmeig Grove, Mclaipt Crossing, Maiaz Court, Ghiigh Way, and Wroudly Way by other means of transportation.;6.25579047203064;Correct
What size is Pliulls Square?;"MATCH (var1) WHERE var1.name=""Pliulls Square""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;tiny;"MATCH (s:STATION {name: ""Pliulls Square""})
RETURN s.size AS size
";2.384845733642578;"[{""size"": ""tiny""}]";False;False;0.0075085163116455;Pliulls Square is tiny.;0.6328146457672119;Correct
What music plays at Friaots Square?;"MATCH (var1) WHERE var1.name=""Friaots Square""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;electronic;"MATCH (s:STATION {name: ""Friaots Square""})
RETURN s.music AS music
";2.83044695854187;"[{""music"": ""electronic""}]";False;False;0.0082974433898925;Electronic music plays at Friaots Square.;1.0008444786071775;Correct
How many lines is Khentlyham on?;"MATCH (var1) WHERE var1.name=""Khentlyham""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;1;"MATCH (:STATION {name: ""Khentlyham""})-[:EDGE]-(:LINE)
RETURN COUNT(DISTINCT line) AS NumberOfLines
";1.7096993923187256;;True;False;;;;Incorrect
Can you get rail connections at Praagy Crossing?;"MATCH (var1) WHERE var1.name=""Praagy Crossing""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;True;"MATCH (s1:STATION {name: 'Praagy Crossing'})-[:EDGE]-(s2:STATION)
WHERE s1.has_rail = true AND s2.has_rail = true
RETURN s1.name AS Station1, s2.name AS ConnectedStation
";8.536524772644043;[];False;False;0.0105180740356445;I don't know the answer.;0.7663552761077881;Incorrect
Are Klardham and Wreastton on the same line?;"MATCH (var1) WHERE var1.name=""Klardham""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  MATCH (var6) WHERE var6.name=""Wreastton""  MATCH (var6)-[var7]-() WITH 1 AS foo, var5, var7.line_name AS var8  WITH 1 AS foo, var5, var8 AS var9 WITH DISTINCT var9 as var10, 1 AS foo, var5  WITH 1 AS foo, length(apoc.coll.intersection(collect(var5), collect(var10))) > 0 AS var11 RETURN var11";;False;"MATCH (s1:STATION)-[e:EDGE]-(s2:STATION)
WHERE s1.name = 'Klardham' AND s2.name = 'Wreastton'
RETURN e.line_id, e.line_name
";3.963993549346924;[];False;False;0.0225307941436767;I don't know the answer.;1.2920351028442385;Incorrect
How big is Whiaop Street?;"MATCH (var1) WHERE var1.name=""Whiaop Street""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;small;"MATCH (s:STATION {name: ""Whiaop Street""})
RETURN s.size AS size
";2.7450499534606934;"[{""size"": ""small""}]";False;False;0.0095834732055664;Whiaop Street is small in size.;1.0821523666381836;Correct
How many architectural styles does Purple Hydraf pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Purple Hydraf""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.architecture AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (:LINE {name: ""Purple Hydraf""})<-[:EDGE]-(:STATION)-[:EDGE]->(s:STATION)
RETURN COUNT(DISTINCT s.architecture) AS architectural_styles
";6.753437042236328;"[{""architectural_styles"": 0}]";False;False;0.0045084953308105;Purple Hydraf passes through zero architectural styles.;1.0821025371551514;Incorrect
Does Xaath Way have disabled access?;"MATCH (var1) WHERE var1.name=""Xaath Way""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;True;"MATCH (s:STATION {name: ""Xaath Way""})
RETURN s.name, s.disabled_access
";1.7315833568572998;"[{""s.name"": ""Xaath Way"", ""s.disabled_access"": true}]";False;False;0.0160458087921142;Yes, Xaath Way has disabled access.;2.060189247131348;Correct
How clean is Snieub Estate?;"MATCH (var1) WHERE var1.name=""Snieub Estate""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;derilict;"MATCH (s:STATION {name: ""Snieub Estate""})
RETURN s.cleanliness AS Cleanliness
";2.750187397003174;"[{""Cleanliness"": ""derilict""}]";False;False;0.0072331428527832;Snieub Estate is currently in a derelict state, indicating that it is very much neglected and in poor condition when it comes to cleanliness.;2.075077772140503;Correct
How clean is Pleald Upon Thames?;"MATCH (var1) WHERE var1.name=""Pleald Upon Thames""  WITH 1 AS foo, var1.cleanliness AS var2 RETURN var2";;derilict;"MATCH (s:STATION {name: ""Pleald Upon Thames""})
RETURN s.cleanliness AS Cleanliness
";1.682154893875122;"[{""Cleanliness"": ""derilict""}]";False;False;0.0080015659332275;Pleald Upon Thames is currently in a derelict state of cleanliness.;2.8143203258514404;Correct
Are Skuessbridge and Mcfial St on the same line?;"MATCH (var1) WHERE var1.name=""Skuessbridge""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  MATCH (var6) WHERE var6.name=""Mcfial St""  MATCH (var6)-[var7]-() WITH 1 AS foo, var5, var7.line_name AS var8  WITH 1 AS foo, var5, var8 AS var9 WITH DISTINCT var9 as var10, 1 AS foo, var5  WITH 1 AS foo, length(apoc.coll.intersection(collect(var5), collect(var10))) > 0 AS var11 RETURN var11";;False;"MATCH (s1:STATION)-[e:EDGE]-(s2:STATION)
WHERE s1.name = 'Skuessbridge' AND s2.name = 'Mcfial St'
RETURN e.line_id, e.line_name
";2.7899041175842285;[];False;False;0.0130493640899658;I don't know the answer.;0.841364860534668;Incorrect
How big is Soillsham?;"MATCH (var1) WHERE var1.name=""Soillsham""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;small;"MATCH (s:STATION {name: ""Soillsham""})
RETURN s.size AS size
";3.2718446254730225;"[{""size"": ""small""}]";False;False;0.0095152854919433;Soillsham is small in size.;0.8204941749572754;Correct
Which lines is Ghaiockham on?;"MATCH (var1) WHERE var1.name=""Ghaiockham""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN var5";;['Purple Hydraf', 'Green Mcgoimp'];"MATCH (:STATION {name: ""Ghaiockham""})-[:EDGE]->(:STATION)
RETURN DISTINCT line_name
";1.9045827388763428;;True;False;;;;Incorrect
How many music styles does Orange Dweots pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Orange Dweots""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.music AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;5;"MATCH (:STATION {name: ""Orange Dweots""})-[:EDGE*]-(s:STATION)
RETURN COUNT(DISTINCT s.music) AS musicStyles
";3.4454762935638428;"[{""musicStyles"": 0}]";False;False;0.0117738246917724;Orange Dweots passes through zero music styles.;0.8860139846801758;Incorrect
How many music styles does Purple Psycharts pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Purple Psycharts""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4.music AS var5  WITH 1 AS foo, var5 AS var6 WITH DISTINCT var6 as var7, 1 AS foo  RETURN length(collect(var7)) ";;7;"MATCH (:LINE {name: ""Purple Psycharts""})<-[:EDGE]-(:STATION)-[:EDGE]->(s:STATION)
RETURN COUNT(DISTINCT s.music) AS music_styles_count
";2.8034472465515137;"[{""music_styles_count"": 0}]";False;False;0.0086200237274169;Purple Psycharts does not pass through any music styles.;1.345327377319336;Incorrect
What music plays at Thriing Upon Thames?;"MATCH (var1) WHERE var1.name=""Thriing Upon Thames""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;rnb;"MATCH (s:STATION {name: ""Thriing Upon Thames""})
RETURN s.music AS music
";1.8452999591827397;"[{""music"": ""rnb""}]";False;False;0.0080220699310302;R&B music plays at Thriing Upon Thames.;2.019322633743286;Correct
How big is Mcoeg Crossing?;"MATCH (var1) WHERE var1.name=""Mcoeg Crossing""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;small;"MATCH (s:STATION {name: ""Mcoeg Crossing""})
RETURN s.size AS size
";2.267502546310425;"[{""size"": ""small""}]";False;False;0.0065078735351562;Mcoeg Crossing is small in size.;0.9002013206481934;Correct
What size is Dynuiech Bridge?;"MATCH (var1) WHERE var1.name=""Dynuiech Bridge""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;small;"MATCH (s:STATION {name: ""Dynuiech Bridge""}) RETURN s.size AS size
";2.047766923904419;"[{""size"": ""small""}]";False;False;0.0078547000885009;The Dynuiech Bridge is small in size.;1.1393141746520996;Correct
Are Fleug Crossing and Steoft On Trent on the same line?;"MATCH (var1) WHERE var1.name=""Fleug Crossing""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  MATCH (var6) WHERE var6.name=""Steoft On Trent""  MATCH (var6)-[var7]-() WITH 1 AS foo, var5, var7.line_name AS var8  WITH 1 AS foo, var5, var8 AS var9 WITH DISTINCT var9 as var10, 1 AS foo, var5  WITH 1 AS foo, length(apoc.coll.intersection(collect(var5), collect(var10))) > 0 AS var11 RETURN var11";;False;"MATCH (s1:STATION)-[e1:EDGE]-(s2:STATION), (s3:STATION)-[e2:EDGE]-(s4:STATION)
WHERE s1.name = 'Fleug Crossing' AND s3.name = 'Steoft On Trent' AND e1.line_id = e2.line_id
RETURN e1.line_id AS sharedLineId, e1.line_name AS sharedLineName
";7.038055658340454;[];False;False;0.0367915630340576;I don't know the answer.;1.4931716918945312;Incorrect
Which stations does Green Mcgoimp pass through?;"MATCH ()-[var1]-()  MATCH (var2:LINE) WHERE var2.name=""Green Mcgoimp""  WITH 1 AS foo, var1, var2.id AS var3 WHERE var1.line_id = var3  MATCH (var4)-[var1]-() WITH 1 AS foo, var4 AS var5 WITH DISTINCT var5 as var6, 1 AS foo  WITH 1 AS foo, var6.name AS var7  RETURN var7";;['Rhaands Grove', 'Physaantz Road', 'Hyield Court', 'Sqearn Bridge', 'Kliuc Upon Thames', 'Ghaiockham', 'Mccay Boulevard', 'Pleiw St', 'Sprinnbridge', 'Mckiew Lane', 'Hydraarm Crossing', 'Twaizbridge', 'Pfaantlywich', 'Yatz Boulevard', 'Pfaorts Court', 'Hypiap Grove', 'Kleompton'];"MATCH (s1:STATION)-[e:EDGE]->(s2:STATION)
WHERE e.line_name = 'Green Mcgoimp'
RETURN s1.name AS Station1, s2.name AS Station2
";7.296732187271118;"[{""Station1"": ""Kleompton"", ""Station2"": ""Sqearn Bridge""}, {""Station1"": ""Rhaands Grove"", ""Station2"": ""Hyield Court""}, {""Station1"": ""Hyield Court"", ""Station2"": ""Ghaiockham""}, {""Station1"": ""Ghaiockham"", ""Station2"": ""Mccay Boulevard""}, {""Station1"": ""Mccay Boulevard"", ""Station2"": ""Hypiap Grove""}, {""Station1"": ""Hypiap Grove"", ""Station2"": ""Pfaantlywich""}, {""Station1"": ""Pfaantlywich"", ""Station2"": ""Kliuc Upon Thames""}, {""Station1"": ""Kliuc Upon Thames"", ""Station2"": ""Twaizbridge""}, {""Station1"": ""Twaizbridge"", ""Station2"": ""Kleompton""}, {""Station1"": ""Sqearn Bridge"", ""Station2"": ""Pleiw St""}, {""Station1"": ""Pleiw St"", ""Station2"": ""Mckiew Lane""}, {""Station1"": ""Mckiew Lane"", ""Station2"": ""Sprinnbridge""}, {""Station1"": ""Sprinnbridge"", ""Station2"": ""Hydraarm Crossing""}, {""Station1"": ""Hydraarm Crossing"", ""Station2"": ""Yatz Boulevard""}, {""Station1"": ""Yatz Boulevard"", ""Station2"": ""Physaantz Road""}, {""Station1"": ""Physaantz Road"", ""Station2"": ""Pfaorts Court""}]";False;False;0.0039999485015869;The Green Mcgoimp line passes through the following stations: Kleompton, Sqearn Bridge, Rhaands Grove, Hyield Court, Ghaiockham, Mccay Boulevard, Hypiap Grove, Pfaantlywich, Kliuc Upon Thames, Twaizbridge, Pleiw St, Mckiew Lane, Sprinnbridge, Hydraarm Crossing, Yatz Boulevard, and Physaantz Road.;7.606915235519409;Correct
Describe Dynioyston station's architectural style.;"MATCH (var1) WHERE var1.name=""Dynioyston""  WITH 1 AS foo, var1.architecture AS var2 RETURN var2";;new;"MATCH (s:STATION {name: ""Dynioyston""}) RETURN s.architecture AS ArchitecturalStyle
";3.2097902297973637;"[{""ArchitecturalStyle"": ""new""}]";False;False;0.0077836513519287;Dynioyston station features a new architectural style.;1.185028314590454;Correct
What size is Schooz Upon Thames?;"MATCH (var1) WHERE var1.name=""Schooz Upon Thames""  WITH 1 AS foo, var1.size AS var2 RETURN var2";;medium-sized;"MATCH (s:STATION {name: ""Schooz Upon Thames""})
RETURN s.size AS size
";2.646007776260376;"[{""size"": ""medium-sized""}]";False;False;0.0078170299530029;Schooz Upon Thames is a medium-sized location.;0.9167380332946776;Correct
Does Naiars St have disabled access?;"MATCH (var1) WHERE var1.name=""Naiars St""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;False;"MATCH (s:STATION {name: ""Naiars St""})
RETURN s.disabled_access AS DisabledAccess
";2.452712297439575;"[{""DisabledAccess"": false}]";False;False;0.00752854347229;No, Naiars Street does not have disabled access.;0.802487850189209;Correct
Is there disabled access at Drong Street?;"MATCH (var1) WHERE var1.name=""Drong Street""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;False;"MATCH (s:STATION {name: ""Drong Street""})
RETURN s.disabled_access AS DisabledAccess
";1.874467372894287;"[{""DisabledAccess"": false}]";False;False;0.0076243877410888;No, there is no disabled access at Drong Street.;0.9863951206207277;Correct
Is there disabled access at Skiesly Palace?;"MATCH (var1) WHERE var1.name=""Skiesly Palace""  WITH 1 AS foo, var1.disabled_access AS var2 RETURN var2";;True;"MATCH (s:STATION {name: ""Skiesly Palace""})
RETURN s.disabled_access AS DisabledAccess
";1.849010705947876;"[{""DisabledAccess"": true}]";False;False;0.0070042610168457;Yes, there is disabled access at Skiesly Palace.;0.8429303169250488;Correct
Can you get rail connections at Cliarmbridge?;"MATCH (var1) WHERE var1.name=""Cliarmbridge""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;True;"MATCH (s1:STATION {name: ""Cliarmbridge""})-[:EDGE]-(s2:STATION)
RETURN s1.name AS Station, s2.name AS ConnectedStation, s2.has_rail AS HasRailConnection
";2.9245424270629883;"[{""Station"": ""Cliarmbridge"", ""ConnectedStation"": ""Bliurty Bridge"", ""HasRailConnection"": false}, {""Station"": ""Cliarmbridge"", ""ConnectedStation"": ""Wuierrham"", ""HasRailConnection"": true}]";False;False;0.0200345516204834;Yes, you can get rail connections at Cliarmbridge. Specifically, there is a rail connection between Cliarmbridge and Wuierrham. However, please note that there is no rail connection between Cliarmbridge and Bliurty Bridge.;3.619086503982544;Correct
What music plays at Mccliiv Boulevard?;"MATCH (var1) WHERE var1.name=""Mccliiv Boulevard""  WITH 1 AS foo, var1.music AS var2 RETURN var2";;pop;"MATCH (s:STATION {name: ""Mccliiv Boulevard""})
RETURN s.music AS Music
";1.8873660564422607;"[{""Music"": ""pop""}]";False;False;0.0046415328979492;Pop music plays at Mccliiv Boulevard.;1.166691780090332;Correct
Does Truick Grove have rail connections?;"MATCH (var1) WHERE var1.name=""Truick Grove""  WITH 1 AS foo, var1.has_rail AS var2 RETURN var2";;False;"MATCH (s:STATION)-[:EDGE]->(:STATION)
WHERE s.name = 'Truick Grove' AND s.has_rail = true
RETURN s.name, s.has_rail
";2.762209892272949;[];False;False;0.0101058483123779;I don't know the answer.;0.6259610652923584;Incorrect
How many lines is Szuenswich on?;"MATCH (var1) WHERE var1.name=""Szuenswich""  MATCH (var1)-[var2]-() WITH 1 AS foo, var2.line_name AS var3  WITH 1 AS foo, var3 AS var4 WITH DISTINCT var4 as var5, 1 AS foo  RETURN length(collect(var5)) ";;2;"MATCH (:STATION {name: ""Szuenswich""})-[r:EDGE]-()
RETURN COUNT(DISTINCT r.line_id) AS NumberOfLines
";2.6862993240356445;"[{""NumberOfLines"": 2}]";False;False;0.0166115760803222;Szuenswich is on two lines.;0.9256036281585692;Correct
